reporting_unit_code,name,private,closed,latitude,longitude,lhn_code,lhn_name,phn_code,phn_name
H0507,Tully Hospital,False,False,-17.927624,145.924146,LHN312,Cairns and Hinterland,PHN307,Northern Queensland
H0508,Weipa Hospital,False,False,-12.623419,141.881179,LHN327,Torres and Cape,PHN307,Northern Queensland
H0516,Cloncurry Hospital,False,False,-20.704166,140.527571,LHN315,North West (Qld),PHN305,Western Queensland
H0517,Hughenden Hospital,False,False,-20.8424,144.1892,LHN313,Townsville,PHN307,Northern Queensland
H0518,Julia Creek Hospital,False,False,-20.656096,141.749875,LHN315,North West (Qld),PHN305,Western Queensland
H0519,Mount Isa Base Hospital,False,False,-20.730919,139.493815,LHN315,North West (Qld),PHN305,Western Queensland
H0520,Normanton Hospital,False,False,-17.678739,141.086425,LHN315,North West (Qld),PHN305,Western Queensland
H0521,Richmond Hospital,False,False,-20.738726,143.150471,LHN313,Townsville,PHN307,Northern Queensland
H0522,Mornington Island Hospital,False,False,-16.665534,139.178559,LHN315,North West (Qld),PHN305,Western Queensland
H0525,Doomadgee Hospital,False,False,-17.942527,138.825267,LHN315,North West (Qld),PHN305,Western Queensland
H0534,Baillie Henderson Hospital,False,False,-27.524371,151.936283,LHN325,Darling Downs,PHN304,Darling Downs and West Moreton
H0535,Charters Towers Rehabilitation Unit,False,False,-20.076801,146.280459,LHN313,Townsville,PHN307,Northern Queensland
H0536,Kirwan Rehabilitation Unit,False,False,-19.303796,146.731627,LHN313,Townsville,PHN307,Northern Queensland
H0537,The Park Centre For Mental Health,False,False,-27.600413,152.910246,LHN324,West Moreton,PHN302,Brisbane South
H0744,Robina Hospital,False,False,-28.072198,153.377284,LHN323,Gold Coast,PHN303,Gold Coast
H0745,Queensland Children's Hospital,False,False,-27.484305,153.026717,LHN321,Children's Health Queensland,PHN302,Brisbane South
H0750,Sunshine Coast University Hospital,False,False,-26.74681,153.113812,LHN319,Sunshine Coast,PHN306,"Central Queensland, Wide Bay and Sunshine Coast"
H1048,Surgical Treatment and Rehabilitation Service,False,False,-27.44926,153.02611,LHN320,Metro North (Qld),PHN301,Brisbane North
H1050,Jacaranda Place Queensland Adolescent Extended Treatment Centre,False,False,-27.38765,153.02656,LHN321,Children's Health Queensland,PHN301,Brisbane North
H5024,Brisbane Private Hospital,True,False,-27.464756,153.022642,,,,
H5026,Caboolture Private Hospital,True,False,-27.080318,152.963628,,,,
H5032,Ramsay Surgical Centre Cairns,True,False,-16.918973,145.771955,,,,
H5033,Cairns Private Hospital,True,False,-16.918854,145.772282,,,,
H5034,Ramsay Clinic Caloundra,True,False,-26.782379,153.125534,,,,
H5076,Eye-Tech Day Surgeries,True,False,-27.461026,153.021898,,,,
H5077,Eye-Tech Day Surgeries Southside,True,False,-27.557642,153.082042,,,,
H5086,Greenslopes Private Hospital,True,False,-27.513052,153.046942,,,,
H5091,Hervey Bay Surgical Hospital,True,False,-25.287202,152.834651,,,,
H5092,Hillcrest Rockhampton Private Hospital,True,False,-23.377595,150.496076,,,,
H5095,St Vincent's Private Hospital [Northside],True,False,-27.390688,153.022728,,,,
H5100,Ipswich Day Hospital,True,False,-27.6184,152.7608,,,,
H5102,John Flynn Private Hospital,True,False,-28.153911,153.488616,,,,
H5106,Kawana Private Hospital,True,False,-26.733825,153.122164,,,,
H5116,Mater Children's Private Brisbane,True,False,-27.48485,153.027436,,,,
H5117,Mater Private Hospital Townsville,True,False,-19.288482,146.786528,,,,
H5118,Mater Misericordiae Day Unit,True,False,-21.139073,149.181984,,,,
H5119,Mater Misericordiae Hospital Bundaberg,True,False,-24.870766,152.330412,,,,
H5121,Mater Misericordiae Hospital Mackay,True,False,-21.129416,149.166033,,,,
H5122,Mater Misericordiae Hospital Rockhampton,True,False,-23.398033,150.497444,,,,
H5124,Mater Mothers' Private Brisbane,True,False,-27.485992,153.027747,,,,
H5125,Mater Private Hospital Redland,True,False,-27.540811,153.25043,,,,
H5126,Mater Private Hospital Brisbane,True,False,-27.483975,153.028777,,,,
H5145,Nambour Selangor Private Hospital,True,False,-26.618265,152.955949,,,,
H5148,Ramsay Clinic New Farm,True,False,-27.473623,153.045879,,,,
H5150,Noosa Hospital,True,False,-26.403209,153.046309,,,,
H5153,North West Private Hospital,True,False,-27.393992,152.992705,,,,
H5164,Pacific Private Hospital,True,False,-27.970407,153.407829,,,,
H5166,Peninsula Private Hospital Queensland,True,False,-27.230696,153.093087,,,,
H5170,Pindara Day Procedure Centre,True,False,-28.008508,153.39373,,,,
H5171,Pindara Private Hospital,True,False,-28.007076,153.393569,,,,
H5172,Pine Rivers Private Hospital,True,False,-27.308361,152.994832,,,,
H5176,Rivercity Private Hospital,True,False,-27.473491,152.995132,,,,
H5180,Short Street Day Surgery,True,False,-27.970813,153.416975,,,,
H5181,Lady Bjelke-Petersen Community Hospital,True,False,-26.543051,151.836891,,,,
H5185,Southside Endoscopy Centre,True,False,-27.662981,153.17828,,,,
H5188,St Andrew's Ipswich Private Hospital,True,False,-27.618799,152.763079,,,,
H5189,St Andrew's War Memorial Hospital,True,False,-27.461224,153.021011,,,,
H5206,St Stephen's Hospital [Hervey Bay],True,False,-25.299851,152.823273,,,,
H5208,St Vincent's Private Hospital [Toowoomba],True,False,-27.565675,151.971551,,,,
H5215,Sunnybank Private Hospital,True,False,-27.572541,153.061051,,,,
H5216,Sunshine Coast Haematology and Oncology Clinic,True,False,-26.657299,153.094955,,,,
H5234,Buderim Private Hospital,True,False,-26.683988,153.092895,,,,
H5239,The Wesley Hospital,True,False,-27.478335,152.997971,,,,
H5241,Toowong Private Hospital,True,False,-27.47736,152.99125,,,,
H5242,Toowoomba Surgicentre,True,False,-27.566341,151.973785,,,,
H5243,Townsville Day Surgery,True,False,-19.268889,146.782836,,,,
H5261,Brisbane Endoscopy Services,True,False,-27.572418,153.061985,,,,
H5265,St Andrew's Toowoomba Hospital,True,False,-27.539156,151.933665,,,,
H5270,Mackay Specialist Day Hospital,True,False,-21.129471,149.16544,,,,
H5278,Chermside Day Hospital,True,False,-27.381971,153.029423,,,,
H5282,North Queensland Day Surgical Centre,True,False,-19.279643,146.791468,,,,
H5285,Vision Day Surgery Rivercity,True,False,-27.473726,152.995579,,,,
H5287,Brisbane Day Surgery,True,False,-27.4613,153.024547,,,,
H5292,St Vincent's Private Hospital [Brisbane],True,False,-27.473334,153.03542,,,,
H5295,Sunshine Coast University Private Hospital,True,False,-26.74422,153.114563,,,,
H5298,Mackay Private Hospital,True,False,-21.113723,149.166763,,,,
H5301,Nambour Day Surgery,True,False,-26.626321,152.96409,,,,
H5310,Friendly Society Private Hospital,True,False,-24.870831,152.3429,,,,
H5315,Buderim Gastroenterology Centre,True,False,-26.671731,153.084944,,,,
H5323,Logan Endoscopy Services,True,False,-27.6591124,153.0387945,,,,
H5333,Sunshine Coast Day Surgery,True,False,-26.655373,153.096157,,,,
