reporting_unit_code,name,private,latitude,longitude,lhn_name,phn_name,health_service_name,domain,tier,resolution_method,mx_ok
H0200,Warren Multi Purpose Service,False,-31.693958,147.835679,Western NSW,Western NSW,,health.nsw.gov.au,unknown,lhn:western nsw,True
H0201,Wellington Health Service,False,-32.549741,148.951977,Western NSW,Western NSW,,health.nsw.gov.au,unknown,lhn:western nsw,True
H0202,Lightning Ridge Multi Purpose Service,False,-29.429973,147.981869,Western NSW,Western NSW,,health.nsw.gov.au,unknown,lhn:western nsw,True
H0203,Lourdes Hospital Dubbo,False,-32.238511,148.627361,Western NSW,Western NSW,,health.nsw.gov.au,unknown,lhn:western nsw,True
H0204,Bathurst Base Hospital,False,-33.406512,149.572699,Western NSW,Western NSW,,health.nsw.gov.au,unknown,lhn:western nsw,True
H0205,Blayney Multi Purpose Service,False,-33.537728,149.248988,Western NSW,Western NSW,,health.nsw.gov.au,unknown,lhn:western nsw,True
H0206,Canowindra Soldiers Memorial Hospital,False,-33.557204,148.676576,Western NSW,Western NSW,,health.nsw.gov.au,unknown,lhn:western nsw,True
H0207,Condobolin Health Service,False,-33.082332,147.154161,Western NSW,Western NSW,,health.nsw.gov.au,unknown,lhn:western nsw,True
H0208,Cowra Health Service,False,-33.832137,148.692376,Western NSW,Western NSW,,health.nsw.gov.au,unknown,lhn:western nsw,True
H0209,Eugowra Memorial Multipurpose Service,False,-33.424421,148.366799,Western NSW,Western NSW,,health.nsw.gov.au,unknown,lhn:western nsw,True
H0210,Lachlan Health Service - Forbes,False,-33.396281,148.013831,Western NSW,Western NSW,,health.nsw.gov.au,unknown,lhn:western nsw,True
H0211,Grenfell Multi Purpose Service,False,-33.894286,148.167843,Western NSW,Western NSW,,health.nsw.gov.au,unknown,lhn:western nsw,True
H0212,Molong Health Service,False,-33.087622,148.859724,Western NSW,Western NSW,,health.nsw.gov.au,unknown,lhn:western nsw,True
H0213,Oberon Multi Purpose Service,False,-33.705249,149.853596,Western NSW,Western NSW,,health.nsw.gov.au,unknown,lhn:western nsw,True
H0214,Orange Health Service,False,-33.317316,149.093953,Western NSW,Western NSW,,health.nsw.gov.au,unknown,lhn:western nsw,True
H0215,Lachlan Health Service - Parkes,False,-33.151507,148.169757,Western NSW,Western NSW,,health.nsw.gov.au,unknown,lhn:western nsw,True
H0216,Peak Hill Multipurpose Service,False,-32.735907,148.199615,Western NSW,Western NSW,,health.nsw.gov.au,unknown,lhn:western nsw,True
H0217,Trundle Multi Purpose Health Service,False,-32.921078,147.704315,Western NSW,Western NSW,,health.nsw.gov.au,unknown,lhn:western nsw,True
H0218,Rylstone Multi Purpose Service,False,-32.804085,149.975652,Western NSW,Western NSW,,health.nsw.gov.au,unknown,lhn:western nsw,True
H0219,Tottenham Multipurpose Service,False,-32.242711,147.358031,Western NSW,Western NSW,,health.nsw.gov.au,unknown,lhn:western nsw,True
H0220,Tullamore Multi Purpose Health Service,False,-32.635114,147.568997,Western NSW,Western NSW,,health.nsw.gov.au,unknown,lhn:western nsw,True
H0221,Balranald Multi Purpose Service,False,-34.644549,143.568413,Far West,Western NSW,,health.nsw.gov.au,unknown,lhn:far west,True
H0222,Wentworth Hospital,False,-34.109983,141.922481,Far West,Western NSW,,health.nsw.gov.au,unknown,lhn:far west,True
H0223,Broken Hill Hospital,False,-31.947609,141.454703,Far West,Western NSW,,health.nsw.gov.au,unknown,lhn:far west,True
H0224,Wilcannia Multi Purpose Service,False,-31.557638,143.385336,Far West,Western NSW,,health.nsw.gov.au,unknown,lhn:far west,True
H0225,Thomas Walker Hospital,False,-33.832336,151.097897,Sydney,Central and Eastern Sydney,,health.nsw.gov.au,unknown,lhn:sydney,True
H0226,Cumberland Hospital,False,-33.80159,150.995246,Western Sydney,Western Sydney,,health.nsw.gov.au,unknown,lhn:western sydney,True
H0227,Macquarie Hospital,False,-33.802312,151.124818,Northern Sydney,Northern Sydney,,health.nsw.gov.au,unknown,lhn:northern sydney,True
H0228,Coral Tree Family Centre,False,-33.804256,151.126212,Northern Sydney,Northern Sydney,,health.nsw.gov.au,unknown,lhn:northern sydney,True
H0229,Morisset Hospital,False,-33.128549,151.512816,Hunter New England,Hunter New England and Central Coast,,health.nsw.gov.au,unknown,lhn:hunter new england,True
H0230,Hunter New England Mental Health Service,False,-32.8978727,151.720669,Hunter New England,Hunter New England and Central Coast,,health.nsw.gov.au,unknown,lhn:hunter new england,True
H0231,Kenmore Hospital,False,-34.721253,149.751344,Southern NSW,South Eastern NSW,,health.nsw.gov.au,unknown,lhn:southern nsw,True
H0382,Albury Wodonga Health [Albury Campus],False,-36.078401,146.939146,Albury Wodonga Health,Murray,,,unknown,,False
H0748,Byron Central Hospital,False,-28.6373653,153.5558978,Northern NSW,North Coast,,health.nsw.gov.au,unknown,lhn:northern nsw,True
H0753,Northern Beaches Hospital,False,-33.750646,151.23377,Northern Sydney,Northern Sydney,,health.nsw.gov.au,unknown,lhn:northern sydney,True
H1016,Goodooga Health Service,False,-29.110249,147.456114,Western NSW,Western NSW,,health.nsw.gov.au,unknown,lhn:western nsw,True
H1018,Ivanhoe Hospital,False,-32.898193,144.298904,Far West,Western NSW,,health.nsw.gov.au,unknown,lhn:far west,True
H1024,Menindee Health Service,False,-32.390335,142.414869,Far West,Western NSW,,health.nsw.gov.au,unknown,lhn:far west,True
H1034,Sydney Dental Hospital,False,-33.884469,151.207811,Sydney,Central and Eastern Sydney,,health.nsw.gov.au,unknown,lhn:sydney,True
H1038,Tibooburra Health Service,False,-29.433211,142.012817,Far West,Western NSW,,health.nsw.gov.au,unknown,lhn:far west,True
H1058,Adolescent and Young Adult Hospice Manly,False,-33.8072184775347,151.29555205904995,Northern Sydney,Northern Sydney,,health.nsw.gov.au,unknown,lhn:northern sydney,True
H1064,White Cliffs Health Service,False,-30.8506817093521,143.08958221903492,Far West,Western NSW,,health.nsw.gov.au,unknown,lhn:far west,True
H5004,Aesthetic Day Surgery,True,-33.964843,151.135032,,,,,private,,False
H5006,Albury Wodonga Private Hospital,True,-36.075621,146.883177,,,,,private,,False
H5009,Armidale Private Hospital,True,-30.512719,151.654565,,,,,private,,False
H5013,Ballina Day Surgery,True,-28.870711,153.563241,,,,,private,,False
H5014,Baringa Private Hospital,True,-30.278813,153.102893,,,,,private,,False
H5015,Bathurst Private Hospital,True,-33.435215,149.589242,,,,,private,,False
H5019,Berkeley Vale Private Hospital,True,-33.337061,151.432784,,,,,private,,False
H5025,Brisbane Waters Private Hospital,True,-33.495233,151.321708,,,,,private,,False
H5036,Calvary Health Care Riverina,True,-35.118702,147.352811,,,,,private,,False
H5046,Campbelltown Private Hospital,True,-34.075607,150.804948,,,,,private,,False
H5050,Castlecrag Private Hospital,True,-33.801822,151.217045,,,,,private,,False
H5051,Central Coast Day Hospital,True,-33.439692,151.384354,,,,,private,,False
H5057,Coolenberg Day Surgery,True,-31.439829,152.909473,,,,,private,,False
H5062,Diagnostic Endoscopy Centre,True,-33.879519,151.220852,,,,,private,,False
H5065,Dudley Private Hospital,True,-33.282219,149.121236,,,,,private,,False
H5067,Epping Surgery Centre,True,-33.771132,151.083676,,,,,private,,False
H5078,Figtree Private Hospital,True,-34.440199,150.851024,,,,,private,,False
H5080,Forster Private Hospital,True,-32.188561,152.514079,,,,,private,,False
H5097,Hunter Valley Private Hospital,True,-32.883085,151.695054,,,,,private,,False
H5098,Hunters Hill Private Hospital,True,-33.835273,151.150172,,,,,private,,False
H5099,Hurstville Private,True,-33.962333,151.095989,,,,,private,,False
H5105,Kareena Private Hospital,True,-34.034986,151.114186,,,,,private,,False
H5108,Lady Davidson Private Hospital,True,-33.726718,151.139119,,,,,private,,False
H5109,Lake Macquarie Private Hospital,True,-32.981232,151.691719,,,,,private,,False
H5113,Macquarie University Hospital,True,-33.773484,151.117877,,,,,private,,False
H5133,Metwest Eye Centre,True,-33.774236,150.912421,,,,,private,,False
H5143,Mount Wilga Private Hospital,True,-33.692829,151.092939,,,,,private,,False
H5147,Nepean Private Hospital,True,-33.759775,150.715206,,,,,private,,False
H5149,Newcastle Private Hospital,True,-32.922537,151.698371,,,,,private,,False
H5152,North Shore Private Hospital,True,-33.820622,151.189159,,,,,private,,False
H5155,Ramsay Clinic Northside,True,-33.825156,151.188367,,,,,private,,False
H5156,Ramsay Clinic Cremorne,True,-33.833425,151.222886,,,,,private,,False
H5157,Ramsay Clinic Wentworthville,True,-33.811188,150.974575,,,,,private,,False
H5158,Norwest Private Hospital,True,-33.744941,150.953608,,,,,private,,False
H5159,Nowra Private Hospital,True,-34.893534,150.606551,,,,,private,,False
H5161,Orange Surgery Centre,True,-33.283027,149.102737,,,,,private,,False
H5168,Pennant Hills Day Surgery,True,-33.738295,151.074354,,,,,private,,False
H5173,Port Macquarie Private Hospital,True,-31.442073,152.909375,,,,,private,,False
H5174,Prince of Wales Private Hospital,True,-33.918492,151.238659,,,,,private,,False
H5184,Southern Highlands Private Hospital,True,-34.484223,150.422882,,,,,private,,False
H5190,St George Private Hospital,True,-33.966952,151.136055,,,,,private,,False
H5196,St John of God Burwood Hospital,True,-33.869832,151.100538,,,,sjog.org.au,private,operator_kw:st john of god,True
H5200,St John of God Richmond Hospital,True,-33.591946,150.702473,,,,sjog.org.au,private,operator_kw:st john of god,True
H5205,St Luke's Hospital,True,-33.874188,151.225836,,,,,private,,False
H5210,St Vincent's Private Hospital [Sydney],True,-33.880698,151.219462,,,,svha.org.au,tertiary,operator_kw:st vincent's private,True
H5211,St Vincent's Private Hospital [Lismore],True,-28.819949,153.287381,,,,svha.org.au,tertiary,operator_kw:st vincent's private,True
H5213,Strathfield Private Hospital,True,-33.872059,151.097544,,,,,private,,False
H5218,Sydney Adventist Hospital,True,-33.733379,151.099874,,,,,private,,False
H5219,Sydney Day Surgery - Prince Alfred,True,-33.8912,151.1835,,,,,tertiary,,False
H5220,Sydney Southwest Private Hospital,True,-33.917876,150.927499,,,,,private,,False
H5221,Tamara Private Hospital,True,-31.077535,150.921764,,,,,private,,False
H5227,The Hills Clinic Kellyville,True,-33.716759,150.952057,,,,,private,,False
H5228,The Hills Private Hospital,True,-33.743476,150.9825,,,,,private,,False
H5230,Mater Hospital Sydney,True,-33.831152,151.201247,,,,,private,,False
H5233,The Skin Hospital [Westmead],True,-33.8072,150.98879,,,,,private,,False
H5235,The Sydney Clinic,True,-33.901383,151.260988,,,,,private,,False
H5244,Tweed Day Surgery,True,-28.179019,153.539989,,,,,private,,False
H5249,Warners Bay Private Hospital,True,-32.965262,151.641204,,,,,private,,False
H5252,Wesley Hospital Ashfield,True,-33.8925,151.116666,,,,,private,,False
H5253,Wesley Hospital Kogarah,True,-33.968262,151.12896,,,,,private,,False
H5256,Westmead Private Hospital,True,-33.802865,150.982382,,,,,private,,False
H5257,Westmead Rehabilitation Hospital,True,-33.819288,150.981059,,,,,private,,False
H5259,Wolper Jewish Hospital,True,-33.884118,151.240739,,,,,private,,False
H5263,Mogo Day Surgery,True,-35.782893,150.14387,,,,,private,,False
H5267,Ulladulla Endoscopy and Medical Centre,True,-35.358764,150.473481,,,,,private,,False
H5269,Waratah Private Hospital,True,-33.963651,151.100464,,,,,private,,False
H5283,Vision Day Surgery Hurstville,True,-33.966949,151.100439,,,,visioneyeinstitute.com.au,private,operator_kw:vision day surgery,True
H5284,Vision Eye Institute Chatswood,True,-33.795181,151.187314,,,,visioneyeinstitute.com.au,private,operator_kw:vision eye,True
H5288,The Sydney Private Hospital Incorporating the NSW Eye Centre,True,-33.894,151.1299,,,,,private,,False
H5291,Miranda Eye Surgical Centre,True,-34.03244,151.101631,,,,,private,,False
H5294,Ramsay Clinic Macarthur,True,-34.071999,150.816958,,,,,private,,False
H5302,San Day Surgery Hornsby,True,-33.701961,151.110612,,,,,private,,False
H5306,Wollongong Day Surgery,True,-34.42583,150.881346,,,,,private,,False
H5317,Ramsay Surgical Centre Miranda,True,-34.034096,151.103827,,,,,private,,False
H5324,Chatswood Private Hospital,True,-33.797612,151.185691,,,,,private,,False
H5325,Wollongong Private Hospital,True,-34.425814,150.880729,,,,,private,,False
H5329,Liverpool Eye Surgery,True,-33.922953,150.926861,,,,,private,,False
H5330,Coffs Day Hospital,True,-30.287848487105183,153.12396008152086,,,,,private,,False
H5331,Western Sydney Private Oncology and Infusion Centre,True,-33.802024,150.982879,,,,,private,,False
H5332,The Border Cancer Hospital,True,-36.078399,146.938123,,,,,private,,False
H5340,Madison Day Surgery,True,-33.703145,151.100395,,,,,private,,False
H5341,Chris O'Brien Lifehouse,True,-33.890577,151.182234,,,,,private,,False
H5345,Hirondelle Private Hospital,True,-33.789864,151.178696,,,,,private,,False
H5346,Mayo Private Hospital,True,-31.881672,152.430725,,,,,private,,False
H5347,Toronto Private Hospital,True,-33.015911,151.592911,,,,,private,,False
H5348,Lingard Private Hospital,True,-32.940395,151.755463,,,,,private,,False
H5349,Shellharbour Private Hospital,True,-34.55888,150.847733,,,,,private,,False
H5350,Gosford Private Hospital,True,-33.41861,151.349518,,,,,private,,False
H5351,Dubbo Private Hospital,True,-32.237087,148.621094,,,,,private,,False
H5352,Maitland Private Hospital,True,-32.764954,151.597672,,,,,private,,False
H5353,St. Vincent Private Community Hospital [Griffith],True,-34.280708,146.043716,,,,,private,,False
H5361,Northern Beaches Hospital - Private,True,-33.751125,151.233017,,,,,private,,False
H5367,Albury Day Surgery,True,-36.073689,146.883606,,,,,private,,False
H5368,Alwyn Rehabilitation Hospital,True,-33.882797,151.094406,,,,,private,,False
H5369,Arcadia Pittwater Private Hospital,True,-33.67746,151.28624,,,,,private,,False
H5372,Bondi Junction Private Hospital,True,-33.892315,151.24585,,,,,private,,False
H5377,Charlestown Private Hospital,True,-32.960152,151.697571,,,,,private,,False
H5379,City West Specialist Day Hospital,True,-33.801174,150.982773,,,,,private,,False
H5382,Delmar Private Hospital,True,-33.758137,151.288086,,,,,private,,False
H5384,Double Bay Day Hospital,True,-33.877689,151.243973,,,,,private,,False
H5385,East Sydney Private Hospital,True,-33.873741,151.215942,,,,,private,,False
H5386,Eastern Suburbs Private Hospital,True,-33.910378,151.245865,,,,,private,,False
H5388,Gordon Private Hospital,True,-33.7579,151.152664,,,,,private,,False
H5389,Healthwoods Endoscopy Centre,True,-33.831451,151.012466,,,,,private,,False
H5390,Holroyd Private Hospital,True,-33.846344,150.979233,,,,,private,,False
H5397,Icon Cancer Centre Revesby,True,-33.954,151.01528,,,,,private,,False
H5405,Kingsgrove Day Hospital,True,-33.944141,151.10199,,,,,private,,False
H5406,Lithgow Community Private Hospital,True,-33.49873,150.127396,,,,,private,,False
H5407,Longueville Private Hospital,True,-33.827408,151.169769,,,,,private,,False
H5409,Manly Waters Private Hospital,True,-33.80521,151.284576,,,,,private,,False
H5417,Newcastle Endoscopy Centre,True,-32.963131,151.697693,,,,,private,,False
H5420,North Shore Specialist Day Hospital,True,-33.823719,151.187088,,,,,private,,False
H5421,GenesisCare North Shore,True,-33.82391,151.192963,,,,,private,,False
H5424,Norwest Day Hospital,True,-33.74477,150.95385,,,,,private,,False
H5430,President Private Hospital,True,-34.036575,151.079224,,,,,private,,False
H5432,Rosemont Endoscopy Centre,True,-34.42527,150.876984,,,,,private,,False
H5434,Sight Foundation Theatre,True,-33.867722,151.212891,,,,,private,,False
H5438,Southside Cancer Care Centre,True,-34.03405,151.104065,,,,,private,,False
H5441,Sydney Day Hospital,True,-33.869579,151.212708,,,,,private,,False
H5442,Sydney Day Surgery,True,-33.87644,151.22098,,,,,private,,False
H5448,Tuggerah Lakes Private Hospital,True,-33.262482,151.48143,,,,,private,,False
H5456,Bankstown Day Hospital,True,-33.914394,151.035324,,,,,private,,False
H5471,Insight Private Hospital,True,-36.081795,146.910431,,,,,private,,False
H5473,Lakeview Private Hospital,True,-33.730782,150.963165,,,,,private,,False
H5479,Newcastle Dialysis Clinic,True,-32.92661,151.76479,,,,,private,,False
H5480,Regional Imaging Cardiovascular Centre,True,-35.119236,147.352814,,,,,private,,False
H5483,Sydney Retina Clinic & Day Surgery,True,-33.866261,151.211792,,,,,private,,False
H5484,The Cataract Clinic (Aust),True,-33.84087,151.209396,,,,,private,,False
H5485,The Roseberry Eye Specialist Centre,True,-33.922691,151.207275,,,,,private,,False
H5486,The Skin Hospital [Darlinghurst],True,-33.87913,151.21524,,,,,private,,False
H5488,Minchinbury Community Private Hospital,True,-33.781006,150.828522,,,,,private,,False
H5494,Cosmos Cosmetic Day Surgery,True,-33.91281,151.23944,,,,,private,,False
H5501,Warringah Day Surgery,True,-33.76499,151.26805,,,,,private,,False
H5503,St John of God Hawkesbury District Health Service (Private),True,-33.610756,150.820755,,,,sjog.org.au,private,operator_kw:st john of god,True
H5508,South Coast Private Hospital,True,-34.425977,150.890393,,,,,private,,False
H5512,Ramsay Surgical Centre Coffs Harbour,True,-30.30038559312085,153.1157974763174,,,,,private,,False
H5513,Ramsay Clinic Thirroul,True,-34.31051884173526,150.91772245465557,,,,,private,,False
H5516,Dee Why Endoscopy Unit,True,-33.755,151.284,,,,,private,,False
H5517,Riverina Day Surgery,True,-35.121,147.354,,,,,private,,False
H5523,Somerset Private Hospital,True,-33.761,150.715,,,,,private,,False
H5524,Sydney Surgical Centre,True,-33.916,151.24,,,,,private,,False
