reporting_unit_code,name,private,latitude,longitude,lhn_name,phn_name,health_service_name,domain,tier,resolution_method,mx_ok
H1067,Goulburn Valley Health [Euroa],False,-36.75912524197217,145.57030258412962,Goulburn Valley Health,Murray,Goulburn Valley Health,gvhealth.org.au,rural_public,exact_lhn,True
H5005,Albert Road Clinic,True,-37.834246,144.972151,,,,ramsayhealth.com.au,private,operator_kw:albert road,True
H5017,Beleura Private Hospital,True,-38.225484,145.049136,,,,ramsayhealth.com.au,private,operator_kw:beleura,True
H5027,Cabrini Brighton,True,-37.91165,144.991572,,,,cabrini.com.au,private,operator_kw:cabrini,True
H5028,Cabrini Health Elsternwick Rehabilitation - Glenhuntly Rd,True,-37.88543,145.009328,,,,cabrini.com.au,private,operator_kw:cabrini,True
H5029,Cabrini Health Elsternwick Rehabilitation - Hopetoun,True,-37.884778,145.01039,,,,cabrini.com.au,private,operator_kw:cabrini,True
H5030,Cabrini Malvern,True,-37.861641,145.0335,,,,cabrini.com.au,private,operator_kw:cabrini,True
H5031,Cabrini Prahran,True,-37.854034,145.009017,,,,cabrini.com.au,private,operator_kw:cabrini,True
H5063,Donvale Rehabilitation Hospital,True,-37.789836,145.171655,,,,healthscope.com.au,private,operator_kw:donvale rehabilitation,True
H5064,Dorset Rehabilitation Centre,True,-37.723402,144.947436,,,,healthscope.com.au,private,operator_kw:dorset rehabilitation,True
H5069,Epworth Eastern,True,-37.814678,145.119368,,,,epworth.org.au,private,operator_kw:epworth,True
H5070,Epworth Freemasons [Albert Street],True,-37.810694,144.984107,,,,epworth.org.au,private,operator_kw:epworth,True
H5071,Epworth Freemasons [Victoria Parade],True,-37.809284,144.98212,,,,epworth.org.au,private,operator_kw:epworth,True
H5072,Epworth Rehabilitation Brighton,True,-37.913689,145.002815,,,,epworth.org.au,private,operator_kw:epworth,True
H5073,Epworth Camberwell,True,-37.846223,145.054689,,,,epworth.org.au,private,operator_kw:epworth,True
H5074,Epworth Richmond Rehabilitation,True,-37.817419,144.993503,,,,epworth.org.au,private,operator_kw:epworth,True
H5075,Epworth Richmond,True,-37.817433,144.993029,,,,epworth.org.au,private,operator_kw:epworth,True
H5081,Frances Perry House,True,-37.798758,144.955135,,,,ramsayhealth.com.au,private,operator_kw:frances perry,True
H5084,Ramsay Surgical Centre Glenferrie,True,-37.819459,145.031544,,,,,private,ddg_search_failed,False
H5101,John Fawkner Private Hospital,True,-37.754369,144.958398,,,,healthscope.com.au,private,operator_kw:john fawkner,True
H5107,Knox Private Hospital,True,-37.849645,145.228035,,,,ramsayhealth.com.au,private,operator_kw:knox private,True
H5111,Linacre Private Hospital,True,-37.942699,145.003259,,,,healthecare.com.au,private,operator_kw:linacre private,True
H5114,Maryvale Private Hospital,True,-38.215028,146.418561,,,,,private,ddg_search_failed,False
H5115,Masada Private Hospital,True,-37.869799,145.003096,,,,ramsayhealth.com.au,private,operator_kw:masada,True
H5130,Melbourne Private Hospital,True,-37.798272,144.957025,,,,healthscope.com.au,private,operator_kw:melbourne private,True
H5132,St Vincent's Private Hospital [East Melbourne],True,-37.811733,144.984164,,,,svha.org.au,tertiary,operator_kw:st vincent's private,True
H5135,Mildura Health Private Hospital,True,-34.18479,142.145705,,,,,private,ddg_search_failed,False
H5136,Mitcham Private Hospital,True,-37.810436,145.194808,,,,ramsayhealth.com.au,private,operator_kw:mitcham private,True
H5144,Murray Valley Private Hospital,True,-36.138419,146.876478,,,,,private,ddg_search_failed,False
H5151,North Eastern Rehabilitation Centre,True,-37.763424,145.031344,,,,,private,ddg_search_failed,False
H5154,Northpark Private Hospital,True,-37.691208,145.061631,,,,,private,ddg_search_failed,False
H5167,Peninsula Private Hospital Victoria,True,-38.157557,145.169552,,,,ramsayhealth.com.au,private,operator_kw:peninsula private,True
H5175,Ringwood Private Hospital,True,-37.811523,145.243629,,,,ramsayhealth.com.au,private,operator_kw:ringwood private,True
H5179,Shepparton Private Hospital,True,-36.359183,145.410825,,,,,private,ddg_search_failed,False
H5182,South Eastern Private Hospital,True,-37.966243,145.191922,,,,,private,ddg_search_failed,False
H5192,St John of God Ballarat Hospital,True,-37.558544,143.847406,,,,sjog.org.au,private,operator_kw:st john of god,True
H5193,St John of God Bendigo Hospital,True,-36.762043,144.263298,,,,sjog.org.au,private,operator_kw:st john of god,True
H5194,St John of God Berwick Hospital,True,-38.034499,145.344974,,,,sjog.org.au,private,operator_kw:st john of god,True
H5197,St John of God Geelong Hospital,True,-38.151567,144.357679,,,,sjog.org.au,private,operator_kw:st john of god,True
H5202,St John of God Warrnambool Hospital,True,-38.371405,142.478749,,,,sjog.org.au,private,operator_kw:st john of god,True
H5203,St John of God Frankston Rehabilitation Hospital,True,-38.153035,145.155926,,,,sjog.org.au,private,operator_kw:st john of god,True
H5209,St Vincent's Private Hospital Fitzroy,True,-37.807993,144.976029,,,,svha.org.au,tertiary,operator_kw:st vincent's private,True
H5222,The Avenue Hospital,True,-37.854809,144.998513,,,,,private,ddg_search_failed,False
H5223,The Bays Hospital,True,-38.223524,145.040939,,,,,private,ddg_search_failed,False
H5226,The Geelong Clinic,True,-38.182406,144.393267,,,,,private,ddg_search_failed,False
H5231,The Melbourne Clinic,True,-37.814361,144.998739,,,,,private,ddg_search_failed,False
H5236,Mulgrave Private Hospital,True,-37.938409,145.213122,,,,,private,ddg_search_failed,False
H5237,The Victoria Clinic,True,-37.847714,144.997225,,,,,private,ddg_search_failed,False
H5238,The Victorian Rehabilitation Centre,True,-37.898227,145.161425,,,,,private,ddg_search_failed,False
H5245,Victoria Parade Surgery Centre,True,-37.808521,144.97476,,,,,private,ddg_search_failed,False
H5246,St Vincent's Private Hospital [Kew],True,-37.806567,145.023694,,,,svha.org.au,tertiary,operator_kw:st vincent's private,True
H5248,Wangaratta Private Hospital,True,-36.349299,146.312423,,,,ramsayhealth.com.au,private,operator_kw:wangaratta private,True
H5250,Warringal Private Hospital,True,-37.754419,145.060728,,,,healthecare.com.au,private,operator_kw:warringal,True
H5251,Waverley Private Hospital,True,-37.884632,145.145798,,,,ramsayhealth.com.au,private,operator_kw:waverley private,True
H5255,Western Private Hospital,True,-37.793045,144.885932,,,,westernprivate.com.au,private,operator_kw:western private,True
H5276,Manningham Day Procedure Centre,True,-37.773471,145.115662,,,,,private,ddg_search_failed,False
H5279,Vision Day Surgery Eastern,True,-37.817591,145.119433,,,,visioneyeinstitute.com.au,private,operator_kw:vision day surgery,True
H5280,Vision Day Surgery Camberwell,True,-37.83252,145.0556,,,,visioneyeinstitute.com.au,private,operator_kw:vision day surgery,True
H5281,Vision Day Surgery Footscray,True,-37.800508,144.895155,,,,visioneyeinstitute.com.au,private,operator_kw:vision day surgery,True
H5286,Vision Eye Institute,True,-37.850605,144.980304,,,,visioneyeinstitute.com.au,private,operator_kw:vision eye,True
H5289,Epworth Hawthorn,True,-37.821229,145.023405,,,,epworth.org.au,private,operator_kw:epworth,True
H5307,Hobsons Bay Endoscopy Centre Werribee,True,-37.890649,144.686494,,,,,private,ddg_search_failed,False
H5308,Altona Endoscopy Centre,True,-37.869448,144.828494,,,,,private,ddg_search_failed,False
H5309,Hobsons Bay Endoscopy Centre Sydenham,True,-37.693365,144.758677,,,,,private,ddg_search_failed,False
H5314,Ballarat Day Procedure Centre,True,-37.540799,143.83214,,,,,private,ddg_search_failed,False
H5328,Jessie McPherson Private Hospital,True,-37.9201,145.1225,,,,monashhealth.org,private,operator_kw:jessie mcpherson,True
H5337,La Trobe Private Hospital,True,-37.716679,145.044334,,,,latrobeprivate.com.au,private,operator_kw:la trobe private,False
H5338,Holmesglen Private Hospital,True,-37.935738,145.050581,,,,healthscope.com.au,private,operator_kw:holmesglen private,True
H5339,Epworth Geelong,True,-38.193882,144.302472,,,,epworth.org.au,private,operator_kw:epworth,True
H5354,Brunswick Private Hospital,True,-37.756737,144.972183,,,,brunswickprivatehospital.com.au,private,operator_kw:brunswick private,True
H5355,St Vincent's Private Hospital [Werribee],True,-37.887905,144.701508,,,,svha.org.au,tertiary,operator_kw:st vincent's private,True
H5371,Bendigo Day Surgery,True,-36.761902,144.261673,,,,bendigoprivatehospital.com.au,private,operator_kw:bendigo day,False
H5383,Delmont Private Hospital,True,-37.856853,145.094055,,,,delmontprivate.com.au,private,operator_kw:delmont private,False
H5387,Forest Hill Dialysis Clinic,True,-37.836281,145.166397,,,,,private,ddg_search_failed,False
H5408,Malvern Dialysis Clinic,True,-37.851421,145.030624,,,,,private,ddg_search_failed,False
H5413,Monash House Private Hospital,True,-37.920898,145.120193,,,,,private,ddg_search_failed,False
H5416,Neerim District Health Service,True,-38.022629,145.953903,,,Western District Health Service,wdhs.net,private,fuzzy_hospital_88,True
H5425,PANCH Day Surgery Centre,True,-37.752338,145.006271,,,,,private,ddg_search_failed,False
H5444,The Glen Endoscopy Centre,True,-37.884701,145.165359,,,,,private,ddg_search_failed,False
H5445,The Melbourne Eastern Private Hospital,True,-37.855701,145.269073,,,,,private,ddg_search_failed,False
H5455,Ballan District Health & Care,True,-37.59919,144.2228,,,,,private,ddg_search_failed,False
H5457,Bayside Endoscopy Day Hospital,True,-37.933098,145.036667,,,,,private,ddg_search_failed,False
H5461,Bayside Day Procedure and Specialist Centre,True,-38.148136,145.143524,,,,,private,ddg_search_failed,False
H5463,Casey Day Hospital,True,-38.02488,145.31446,,,,,private,ddg_search_failed,False
H5466,Eastside Endoscopy Centre,True,-37.819901,145.228134,,,,,private,ddg_search_failed,False
H5467,Euroa Health,True,-36.75922,145.570465,,,,,private,ddg_search_failed,False
H5468,Greensborough Day Surgery,True,-37.70393,145.10629,,,,,private,ddg_search_failed,False
H5469,Heyfield Hospital,True,-37.97633,146.784012,,,,,private,ddg_search_failed,False
H5472,Kew Endoscopy Centre,True,-37.79461,145.06255,,,,,private,ddg_search_failed,False
H5475,Melbourne Endoscopy Monash Day Procedure Centre,True,-37.921371,145.120255,,,,,private,ddg_search_failed,False
H5476,Melbourne Endoscopy,True,-37.811069,144.984085,,,,,private,ddg_search_failed,False
H5490,Toorak Cosmetic Surgery Day Centre,True,-37.84138,145.00798,,,,,private,ddg_search_failed,False
H5515,Chesterville Day Hospital,True,-37.96,145.056,,,,,private,ddg_search_failed,False
H5520,Glen Iris Private,True,-37.858,145.093,,,,healthecare.com.au,private,operator_kw:glen iris private,True
H5522,Sir John Monash Private Hospital,True,-37.918,145.121,,,,sjmph.com.au,private,operator_kw:sir john monash,False
