reporting_unit_code,name,private,closed,latitude,longitude,lhn_code,lhn_name,phn_code,phn_name
H0151,Barham Hospital,False,False,-35.623823,144.133479,LHN114,Murrumbidgee,PHN110,Murrumbidgee
H0152,Berrigan Multi Purpose Service,False,False,-35.662312,145.813035,LHN114,Murrumbidgee,PHN110,Murrumbidgee
H0153,Culcairn Multi Purpose Service,False,False,-35.667399,147.042104,LHN114,Murrumbidgee,PHN110,Murrumbidgee
H0154,Corowa Health Service,False,False,-35.993528,146.383541,LHN114,Murrumbidgee,PHN110,Murrumbidgee
H0155,Deniliquin Hospital,False,False,-35.524044,144.963301,LHN114,Murrumbidgee,PHN110,Murrumbidgee
H0156,Finley Hospital,False,False,-35.641725,145.568139,LHN114,Murrumbidgee,PHN110,Murrumbidgee
H0157,Henty Multi Purpose Service,False,False,-35.515801,147.031847,LHN114,Murrumbidgee,PHN110,Murrumbidgee
H0158,Holbrook Hospital,False,False,-35.723991,147.320276,LHN114,Murrumbidgee,PHN110,Murrumbidgee
H0159,Jerilderie Multi Purpose Service,False,False,-35.356628,145.720596,LHN114,Murrumbidgee,PHN110,Murrumbidgee
H0160,Mercy Care Hospital - Albury,False,False,-36.069221,146.916764,LHN114,Murrumbidgee,PHN205,Murray
H0161,Urana Multi Purpose Service,False,False,-35.325419,146.267316,LHN114,Murrumbidgee,PHN110,Murrumbidgee
H0162,Tocumwal Hospital,False,False,-35.815407,145.568996,LHN114,Murrumbidgee,PHN110,Murrumbidgee
H0163,Tumbarumba Multi Purpose Service,False,False,-35.778706,148.006203,LHN114,Murrumbidgee,PHN110,Murrumbidgee
H0164,Boorowa Multi Purpose Service,False,False,-34.442822,148.727073,LHN114,Murrumbidgee,PHN110,Murrumbidgee
H0165,Mercy Care Hospital - Young,False,False,-34.321003,148.288693,LHN114,Murrumbidgee,PHN110,Murrumbidgee
H0166,Murrumburrah-Harden Hospital,False,False,-34.555254,148.360186,LHN114,Murrumbidgee,PHN110,Murrumbidgee
